Snoring Range,Respiration Rate,Body Temperature,Limb Movment Rate,Blood Oxygen,Eye Movement,Number Of Hours Sleep,Heart Rate,Stress Level
66,20,90.51767844876075,4,94,60,8,65,1
63,28,98.09573143612485,8,91,83,8,60,1
59,18,95.12277167129155,5,90,77,8,60,1
75,19,87.33174119679371,7,92,73,8,63,1
58,23,89.32524644048674,4,90,101,7,60,1
59,25,96.75322860497718,9,92,86,6,61,1
61,29,92.61674469800535,7,92,88,6,65,1
69,24,91.2718638620708,5,94,82,6,65,1
75,20,85.2220397359356,8,92,74,6,62,1
61,17,94.10399653822222,4,94,77,6,69,1
56,25,98.27656995904162,6,94,100,8,61,1
59,17,98.66952226905242,4,91,101,6,67,1
64,26,85.75297120156371,4,92,72,7,67,1
72,21,86.47033205503872,6,93,78,6,65,1
78,18,91.63992612774273,8,93,76,7,62,1
59,17,90.78842182406117,9,94,70,7,68,1
66,24,95.99529716340601,8,92,71,7,65,1
58,20,86.65400573513173,9,90,100,7,64,1
70,23,89.44676993088198,6,91,70,8,65,1
56,20,94.33733755503843,7,94,101,7,68,1
51,24,92.89757559129356,7,91,103,8,60,1
79,20,90.39350805939424,6,92,100,6,62,1
71,24,96.44246483278047,8,90,102,8,65,1
55,26,85.50598947314447,8,94,86,7,65,1
66,27,91.41179172977789,9,93,97,7,61,1
72,20,89.90649274003908,4,93,74,6,66,1
69,20,86.97272376252572,8,90,83,6,64,1
64,26,94.23157513317308,9,94,67,8,61,1
74,27,90.7122502117479,4,92,92,7,60,1
73,27,85.30138280075872,8,92,71,6,61,1
54,29,91.74241566769851,6,92,62,6,63,1
66,24,89.50493065487586,4,90,72,7,69,1
73,21,97.95282353619163,5,91,95,6,61,1
59,26,96.07165900644347,5,92,88,6,63,1
56,17,95.40069859604299,7,90,65,6,68,1
52,25,95.62623964688417,8,91,62,6,62,1
58,21,96.31955853851238,9,94,96,7,69,1
60,24,98.97219927806748,4,93,92,6,61,1
69,26,91.69031754456275,5,92,78,8,64,1
74,17,96.14150355306269,7,92,64,7,66,1
77,26,87.1657495803545,4,92,63,7,68,1
58,28,91.84608628142321,4,90,102,7,60,1
55,23,94.30465475596279,5,94,101,8,63,1
54,26,98.82271611764017,9,92,102,7,66,1
69,27,93.40559241954496,5,91,92,8,64,1
72,24,94.08264208863386,7,93,81,8,66,1
74,18,89.60134264421873,8,93,60,7,67,1
65,25,87.14510443406466,7,90,98,6,64,1
59,27,86.05435874485217,9,91,97,7,61,1
51,16,85.23819830078624,7,92,89,6,62,1
62,22,94.5655606273313,4,91,73,7,64,1
74,24,86.44516306437207,5,91,69,6,61,1
76,23,91.12096764959506,4,94,64,8,60,1
57,27,86.15051386542996,7,94,103,8,66,1
58,28,96.26701044679585,8,90,73,6,64,1
74,19,98.02210326200826,5,93,66,8,66,1
57,21,91.36068649979701,5,94,83,7,64,1
55,19,87.90576801179402,8,92,71,7,63,1
69,24,92.0940373483142,4,90,75,8,60,1
52,22,95.57955325192522,5,92,99,8,65,1
60,18,96.59060654208247,8,94,74,6,61,1
50,25,87.85109496249727,6,90,78,8,68,1
51,22,91.65359152719367,6,90,94,8,61,1
62,21,85.36308425082814,6,93,67,8,65,1
67,21,92.2955865561488,5,94,103,8,66,1
70,26,98.78584599367397,4,93,100,6,69,1
51,20,96.08723376402091,8,91,87,8,60,1
69,28,88.76307001928386,7,94,65,7,66,1
59,26,91.95478753092365,5,92,90,6,68,1
60,17,91.3959286620797,8,92,97,6,63,1
76,19,90.83251144069973,7,91,66,8,69,1
74,25,90.53680211599277,8,91,87,7,60,1
77,24,87.31599666274377,5,94,63,8,64,1
77,24,87.65730179424638,7,90,73,6,64,1
64,16,90.81506368113455,4,90,64,7,63,1
51,16,94.18361053838447,5,90,75,7,60,1
54,17,98.21530908648081,7,93,82,6,64,1
71,20,87.57380339679732,8,93,67,6,60,1
61,23,91.88927256861744,4,90,86,7,60,1
78,27,90.07699751549434,4,94,95,6,64,1
66,19,88.21014535852734,9,91,82,8,63,1
68,29,96.91083480549958,7,93,63,8,61,1
56,27,90.36248622135214,8,93,95,7,66,1
72,17,94.32723533274044,8,91,75,8,64,1
70,17,91.95898671129422,5,90,72,6,68,1
57,22,92.69384719225437,4,90,68,6,67,1
67,25,94.04560207220726,8,93,104,8,62,1
63,29,85.1808758110518,5,92,83,8,61,1
72,29,97.88080916753563,8,94,77,7,67,1
63,24,86.98688590854239,5,90,85,6,63,1
57,27,96.88646656267439,6,94,89,7,64,1
78,22,86.6119852018579,7,94,89,8,67,1
60,16,95.3492574918356,8,94,69,8,63,1
66,17,95.55278960088332,4,91,95,8,66,1
71,22,85.15490939977249,5,90,93,6,67,1
51,26,97.2943249476317,8,94,66,6,66,1
52,18,85.27072990168843,9,91,100,7,63,1
52,28,87.77946050921753,4,92,79,8,65,1
59,21,86.62244030765757,9,94,81,7,64,1
69,22,89.35960099933958,7,93,61,8,63,1
59,21,86.26116971276743,6,91,85,6,62,1
78,25,87.71394306699544,4,90,93,8,62,1
77,22,89.74330124156543,8,91,84,6,61,1
66,26,92.46220786905215,6,94,76,6,66,1
55,18,85.95774585162232,9,93,92,6,62,1
74,28,98.97075891563838,4,93,60,7,64,1
59,28,86.23513266668128,8,93,93,8,68,1
57,16,91.56785837704427,4,93,87,8,65,1
51,27,90.54159748693704,5,91,78,8,61,1
66,29,96.73743441685518,5,90,93,8,63,1
70,26,85.84838229979732,8,94,76,7,61,1
56,28,85.20762912164308,9,92,97,7,68,1
76,19,98.52606544974084,6,93,77,7,68,1
50,18,85.806095976601,4,90,68,7,67,1
67,20,96.22586941865302,7,92,82,6,60,1
62,21,91.07780017908443,6,92,60,8,65,1
76,23,97.28583145933636,9,93,84,7,67,1
72,19,90.12070237474848,4,92,92,6,69,1
61,20,93.99744607674472,7,91,81,8,63,1
54,29,96.38287513191085,4,93,84,7,66,1
60,16,98.7945467752525,7,93,84,7,62,1
67,16,91.9113598169757,7,90,96,7,61,1
53,22,94.00570974327874,9,94,70,8,66,1
70,25,87.54897804415342,4,94,77,7,64,1
79,24,96.53969006952428,8,94,66,6,64,1
63,19,87.79842699685182,9,91,90,7,68,1
63,25,87.58987527961526,6,93,87,8,60,1
65,23,89.15905015128105,7,94,98,8,61,1
58,24,87.93801006902768,4,94,78,8,62,1
51,27,91.39117195636018,7,94,97,7,65,1
77,28,96.73045903848269,9,92,99,6,67,1
58,16,86.5307695816363,8,94,98,8,61,1
67,26,88.07771169026533,5,93,87,7,61,1
73,21,87.76083396698512,7,94,66,6,61,1
77,27,89.31391830171896,5,90,70,6,69,1
70,28,93.4417835160962,9,90,102,6,63,1
74,24,97.01423531873665,4,94,83,7,68,1
55,16,88.74207563602805,6,91,64,6,64,1
54,24,87.01802307814118,9,93,62,8,68,1
51,18,93.49844767889064,5,90,73,6,61,1
63,29,88.64263744015007,4,90,79,8,61,1
63,24,93.9276457649122,9,94,81,8,65,1
75,19,90.28646766066379,8,92,81,8,61,1
51,17,94.87804281819633,5,91,80,7,60,1
68,26,98.36588161984902,9,92,88,6,63,1
69,17,88.81832173634335,7,91,64,7,62,1
79,20,87.93283318775417,8,93,72,7,67,1
57,22,93.65311101380986,5,93,98,8,67,1
75,17,97.35031314538344,6,90,96,6,63,1
61,18,98.16708952182721,4,90,65,7,60,1
68,17,92.44811446962154,5,91,80,7,65,1
67,16,91.58473023366724,9,94,62,8,62,1
79,28,98.01599263721371,8,94,67,6,61,1
53,28,90.81353063567876,5,93,64,7,69,1
76,22,88.10983140634765,8,92,78,8,64,1
64,24,91.97491909430553,4,92,67,6,69,1
79,29,89.51181611105842,9,90,82,6,62,1
75,27,96.86364622524927,5,94,84,6,61,1
65,26,89.72824213530203,8,90,70,7,61,1
65,29,91.52571741010189,6,93,76,6,61,1
57,22,89.22643820766683,7,90,97,8,66,1
75,18,93.25752790026128,4,94,102,8,67,1
74,24,89.87947474257531,7,94,71,8,66,1
64,27,96.88244476637992,7,90,90,7,68,1
61,25,89.13176770943957,5,90,82,7,66,1
53,20,97.51376492707442,7,90,85,7,67,1
52,16,97.67072481838605,7,90,69,6,62,1
52,22,98.89088213068852,6,91,89,7,69,1
52,24,88.62043967204401,5,94,91,7,68,1
70,20,98.1270001309681,4,90,68,7,66,1
73,28,94.13964266874824,6,93,67,8,61,1
53,18,88.38085327354358,9,90,87,7,61,1
57,20,88.555132075555,8,90,82,7,60,1
53,24,92.78958488172174,5,90,73,7,68,1
64,16,91.54679139175957,8,94,99,7,66,1
56,20,97.65050597450896,6,94,60,6,64,1
51,18,90.96138298094672,9,91,65,6,67,1
59,17,97.17543987230245,8,94,80,7,62,1
77,16,95.09576610235564,7,93,75,6,60,1
60,22,88.95290568757413,6,91,64,6,63,1
76,19,86.62174890317193,9,94,101,6,67,1
53,26,98.42675688591076,9,90,68,7,60,1
75,27,85.9270180529643,7,93,95,6,60,1
60,19,93.9298138968193,5,92,69,8,62,1
77,16,95.65115894183317,8,94,76,6,63,1
79,16,93.53019116781132,9,90,87,7,60,1
58,21,87.42655637180219,8,93,94,7,61,1
74,17,96.95835220766529,8,90,93,6,60,1
58,24,93.01737641539933,7,93,62,6,69,1
53,19,95.55972249569936,9,94,92,7,67,1
75,29,86.03693386573835,9,94,78,6,64,1
60,25,93.64018925519389,9,93,81,8,62,1
58,23,90.65713408923814,6,90,74,8,65,1
62,18,98.44918538592563,8,93,101,6,68,1
69,22,96.49363731251917,6,93,99,7,65,1
63,24,85.08377908141371,8,90,98,7,68,1
75,16,85.05969581664773,4,91,64,6,63,1
76,19,85.92883270717113,4,94,88,8,61,1
50,16,87.77837629768986,6,91,79,7,64,1
64,24,86.01110086448719,5,94,75,7,60,1
73,28,89.21784668483934,5,93,93,7,66,1
51,16,88.22360517334468,4,91,74,8,64,1
69,23,96.32145531989978,8,93,74,6,64,1
52,16,90.12852038888697,6,94,83,7,66,1
75,17,97.02354947413362,7,94,84,8,63,1
74,29,85.97947784484172,7,94,89,8,60,1
61,21,86.70400080982013,9,93,66,8,66,1
78,29,88.480685479101,8,90,89,7,69,1
70,17,95.55578750897376,6,92,99,7,64,1
68,23,89.41729329744469,4,94,97,7,61,1
77,28,87.48297306188773,7,90,95,6,62,1
76,17,94.44954259677169,8,93,96,6,66,1
68,24,86.52350878340393,7,91,91,7,64,1
77,26,93.48336607758975,6,90,102,8,64,1
74,17,97.44396582366684,5,94,91,6,61,1
75,18,97.81447922789827,7,94,66,7,61,1
75,18,93.94181539916013,7,91,76,7,65,1
72,24,94.62667438146015,8,92,99,7,69,1
66,23,88.9890385588864,9,93,95,8,62,1
53,28,93.63966163006499,9,93,83,7,66,1
61,20,89.41586116650099,9,94,62,6,63,1
74,17,94.82197772795848,7,92,70,6,67,1
59,27,86.29157937065519,9,90,102,8,68,1
78,23,95.54665246925161,9,90,68,6,60,1
53,28,91.11262423365656,7,92,67,8,65,1
60,18,93.40462345972979,9,92,97,7,63,1
78,22,87.40033078207075,9,92,75,6,65,1
51,18,96.41785494858507,5,92,74,8,65,1
75,24,89.07233905511508,6,90,80,7,62,1
59,25,95.79814896155804,4,93,103,6,62,1
69,17,91.25401954762513,8,90,99,7,64,1
52,27,90.31068515100152,9,91,64,7,61,1
69,17,95.73755219309037,4,90,91,8,65,1
69,29,91.41632041300167,8,94,76,8,68,1
62,29,90.12018213178405,8,93,76,7,68,1
78,23,87.77729988009752,5,91,78,7,66,1
53,26,90.96232955205872,8,90,82,7,61,1
70,27,91.27742472949316,5,90,94,6,61,1
65,18,89.0138263964412,9,93,79,8,65,1
54,18,98.28630055353679,9,90,63,7,60,1
78,21,97.99783784000499,9,91,86,7,62,1
58,28,98.7543285596397,9,90,81,7,61,1
72,28,92.13079143966168,9,90,90,6,65,1
54,23,96.77483395614551,6,92,101,6,65,1
67,26,95.234870876196,5,94,62,6,64,1
79,18,98.28937314668042,7,90,101,8,69,1
75,25,88.34839164950716,9,94,77,7,67,1
69,18,94.8940857055085,6,94,89,8,62,1
57,24,91.23488246838053,6,94,87,7,65,1
56,20,90.46178190214746,8,94,103,8,60,1
57,17,94.93120649573063,8,92,89,7,65,1
69,22,91.01782525790652,9,90,93,6,62,1
58,18,87.01788459620352,7,92,102,7,62,1
73,26,98.60531271206246,4,92,84,6,66,1
66,22,88.44212087620821,9,92,104,6,67,1
57,21,87.19007935272865,9,90,78,6,69,1
68,17,94.25511266942824,4,92,72,8,65,1
67,16,85.78329610009658,4,94,63,8,68,1
51,16,91.62968648813887,6,94,84,7,68,1
59,21,96.5316466880057,6,93,69,6,63,1
61,16,88.62888849681273,5,92,79,6,68,1
71,18,86.55186284957696,4,93,104,7,60,1
59,20,89.02885710850795,9,93,60,6,68,1
74,21,96.82826505793426,6,93,94,8,65,1
78,24,94.46504746886032,5,94,99,8,65,1
75,21,88.17109192570355,4,93,82,7,62,1
59,18,89.19244707632812,5,91,101,6,66,1
75,24,88.16973590054319,8,90,63,7,62,1
75,18,95.64517239114242,6,92,91,6,68,1
71,18,89.15894538196949,8,91,92,6,69,1
76,28,87.59991772494435,6,91,92,7,67,1
54,28,90.16711810989979,7,92,83,6,60,1
59,19,94.80945397737096,4,92,63,7,68,1
67,29,94.28436597465834,9,94,80,6,62,1
67,29,89.36643341435757,5,92,90,7,68,1
79,22,96.03174076208637,6,90,93,6,62,1
53,27,93.4642442883074,6,92,80,7,68,1
71,16,96.33319442430836,5,93,76,7,62,1
61,25,86.18996118356,7,92,69,8,69,1
59,26,89.08388000294663,5,93,75,8,64,1
66,16,85.22588206731682,4,94,70,8,67,1
63,28,91.34360214353079,6,90,89,7,60,1
78,27,97.98805709673445,9,90,101,8,62,1
60,21,94.6742410425338,8,93,64,6,62,1
63,20,91.03903708031022,7,93,69,6,60,1
73,21,86.49208466682083,6,93,62,6,65,1
77,25,93.2472389245273,7,91,62,8,62,1
62,16,95.61821064044503,5,91,89,8,60,1
77,17,95.96461863949588,7,94,104,7,62,1
64,27,96.16584884632647,7,94,79,8,68,1
50,16,89.8790620526864,9,92,61,7,61,1
50,25,90.53152741588595,6,92,71,6,64,1
50,20,90.44294327014522,7,91,95,8,69,1
72,16,89.90480768678937,9,91,100,7,67,1
59,26,96.18832254315105,7,94,67,6,60,1
69,29,88.33601685797608,5,92,104,7,63,1
51,24,97.17645116457749,8,92,87,8,66,1
52,28,97.95752649341387,5,93,73,8,65,1
69,26,91.16980804033939,6,93,75,8,63,1
64,24,94.03611866124781,8,90,70,6,66,1
74,27,90.59802383444598,8,92,66,6,61,1
68,26,89.45381978931798,4,94,66,7,67,1
76,26,92.11678442924831,5,92,86,7,62,1
52,21,94.10581291830532,8,92,98,6,63,1
77,22,88.00989613176777,5,91,65,6,64,1
66,28,98.23078710584824,9,93,88,6,63,1
71,23,96.81595248682352,7,94,101,8,61,1
60,22,93.08308071902002,4,94,74,6,62,1
56,18,96.57214231308622,8,92,91,7,63,1
55,16,94.63494118130444,4,93,79,6,66,1
50,21,88.5983256509734,9,91,71,8,61,1
56,17,96.80335765524028,6,94,63,7,68,1
63,27,92.72405853994096,6,93,76,6,60,1
52,16,95.45612706347029,4,90,62,8,64,1
61,27,97.33561329095942,6,94,86,7,64,1
79,26,98.16538734320798,7,90,103,7,64,1
54,25,91.60083136290784,4,94,92,7,64,1
79,23,92.16964467997303,4,91,80,8,69,1
54,18,92.1746658006683,9,92,63,7,66,1
60,19,90.6500337591932,6,91,62,6,62,1
69,18,87.31716066800163,4,90,86,7,66,1
59,22,92.02181184550483,7,93,70,6,67,1
69,26,89.172242099705,5,91,81,8,68,1
71,21,90.17591568344719,7,94,89,7,62,1
57,20,93.3279901647708,8,91,74,7,69,1
62,24,85.66186046468832,9,94,74,7,62,1
57,23,98.3636729919605,5,93,103,6,69,1
68,29,97.1101316523901,4,90,65,8,65,1
57,25,98.21295851359,7,92,104,8,63,1
79,24,90.23809520067962,6,91,89,6,68,1
60,28,94.64248035783454,6,90,80,6,63,1
50,21,98.0682847650793,7,94,84,8,63,1
64,21,93.0367870827567,5,92,82,7,60,1
54,19,96.815268714832,4,90,92,8,62,1
61,29,94.00843306382377,6,92,69,7,64,1
67,22,92.02992937431918,8,94,63,7,64,1
71,21,88.38879241526026,8,90,68,8,65,1
75,22,92.72281924614545,6,91,90,7,60,1
76,27,85.97078728858666,7,93,85,8,62,1
75,23,97.18104786332457,7,91,87,7,60,1
62,16,87.76875915021111,8,91,91,6,65,1
71,23,89.56009078924582,6,92,81,6,62,1
72,23,93.39106498958637,4,94,75,6,68,1
57,26,87.03591679380825,6,93,83,8,65,1
66,26,89.22537827729879,5,91,85,6,68,1
76,23,95.4740736659658,6,94,88,8,69,1
69,16,94.34139407867855,7,91,74,6,60,1
57,20,94.09947708693446,4,93,86,6,64,1
69,29,96.40970834152073,9,93,81,7,63,1
59,29,85.06083197967878,8,91,102,8,69,1
70,18,91.48163425284659,4,91,64,6,67,1
59,21,85.14803345696738,4,90,100,8,68,1
56,17,92.2250985509575,7,94,61,6,66,1
60,23,92.36226591718496,7,94,60,8,66,1
57,21,92.01790236168004,9,93,97,7,65,1
54,28,86.59807141112104,6,90,88,6,68,1
53,17,88.2748316974129,6,94,99,7,68,1
74,16,90.78319551528081,7,90,74,6,62,1
66,24,96.47461923725345,8,90,72,7,68,1
54,26,98.6788643360212,7,91,73,6,61,1
66,28,87.31357942918432,6,91,80,6,64,1
57,27,98.91291119112287,5,90,99,6,62,1
65,19,97.21164518666187,6,90,104,7,69,1
60,17,85.73084035220907,5,92,69,6,65,1
52,16,85.06311423154895,8,94,88,6,61,1
67,27,86.37920310597738,5,90,65,8,62,1
52,19,98.9987404083593,4,94,60,6,60,1
54,17,96.37901098608499,5,90,72,7,68,1
61,23,87.60145118361437,4,94,86,8,68,1
54,18,85.67251160301956,7,92,93,6,68,1
69,20,93.14311859788901,6,90,88,7,62,1
77,16,90.22601213891046,6,92,60,8,64,1
70,27,96.17577338740372,6,90,103,6,67,1
64,24,98.03673906425118,6,93,60,8,61,1
68,18,95.13605130613648,8,92,80,6,66,1
52,18,96.20917130929111,8,93,92,8,62,1
71,23,87.52909439225189,8,94,84,8,60,1
78,27,96.70607469269466,8,93,61,8,65,1
75,24,89.41636729338907,6,94,97,6,66,1
59,20,87.09076377243106,4,93,70,6,65,1
52,23,89.55629072540427,7,90,88,7,69,1
63,19,96.97768984454592,8,90,67,6,64,1
55,23,92.63133530126206,5,90,69,6,61,1
77,25,94.45923450383444,5,93,87,6,64,1
63,29,85.79423895175081,4,92,89,7,66,1
76,25,90.45285760362049,6,92,77,6,68,1
52,26,98.48517192662695,4,93,86,7,68,1
61,26,95.24627154763743,9,94,97,8,60,1
62,18,85.15172965107688,4,92,93,7,62,1
77,25,95.94115210200793,4,92,68,7,66,1
51,17,95.90546786959358,5,92,64,8,64,1
58,25,98.50465589517022,9,90,101,7,62,1
62,21,89.93621150803133,4,93,62,8,67,1
71,19,88.56196615500164,4,94,81,6,63,1
55,26,90.0179858210849,8,94,60,6,61,1
53,28,96.52342362170565,5,91,94,7,66,1
72,20,91.24741859935546,5,92,80,8,60,1
68,17,88.89748849074864,9,92,92,7,63,1
51,17,89.20902114944374,4,94,66,8,62,1
59,29,87.41808249265695,4,94,60,7,62,1
52,27,88.62068067446891,7,93,87,8,68,1
76,22,92.79312600549568,4,91,60,8,68,1
52,19,88.30518387911926,9,93,82,7,60,1
68,18,87.9265047055264,9,93,90,6,62,1
74,18,93.39893445868215,9,91,80,6,65,1
50,17,90.644645269736,5,92,102,7,67,1
56,16,85.5079149362665,6,92,72,6,65,1
78,23,91.1270869985987,5,94,102,6,68,1
60,17,93.76869076728435,8,91,98,8,66,1
70,28,91.23443565046031,5,94,101,8,60,1
51,18,93.73265364216414,4,92,100,6,60,1
76,22,93.66266137886663,5,92,97,7,61,1
78,16,85.28796650922735,5,90,83,6,69,1
55,22,88.7939150218689,6,91,96,8,69,1
63,17,96.62942676712301,7,94,92,6,64,1
72,16,90.6045265648487,5,93,79,8,63,1
74,21,90.22011232165129,5,94,83,6,67,1
77,24,98.49645910618352,5,93,79,8,63,1
54,25,89.9195260272693,4,91,98,7,66,1
55,25,98.65091886854981,5,94,93,7,61,1
73,16,95.37833256202113,7,90,104,6,67,1
75,18,94.3225890783771,7,92,86,7,63,1
58,26,97.89276183317291,4,91,66,7,65,1
51,23,90.52925436045261,8,91,61,6,60,1
72,25,94.33914049237374,8,93,60,6,64,1
50,23,98.58395006978539,4,93,96,7,65,1
65,19,86.64382067493207,7,94,85,6,63,1
62,18,89.01968614354759,5,91,102,8,61,1
60,23,93.69066785605241,5,92,87,6,61,1
59,22,94.22609912956155,4,94,68,6,65,1
73,22,98.57315636903668,6,90,76,8,64,1
52,20,87.33098940904812,6,90,65,7,66,1
59,27,91.90392828915304,7,92,87,7,61,1
74,25,96.52092045332677,7,91,95,7,67,1
61,24,88.71405639929515,9,90,91,8,68,1
65,25,85.76155899868098,8,91,65,7,64,1
66,17,89.81598876599271,7,90,84,7,68,1
58,18,94.85453475365846,9,91,69,6,67,1
78,17,96.32955440700529,7,90,101,8,65,1
61,27,85.843903970948,7,90,76,6,60,1
73,25,92.68901441396508,8,91,82,6,63,1
67,26,88.30990432387445,4,92,95,6,63,1
72,16,95.10110891211228,6,90,90,8,63,1
53,24,88.08631023679922,5,91,74,8,60,1
64,17,97.54735372342786,6,92,86,8,60,1
63,29,92.30442191701144,8,90,75,7,67,1
58,29,96.92599124725231,8,92,92,7,64,1
72,25,94.83123694583432,4,94,93,6,66,1
58,16,91.34415102975329,5,93,94,8,67,1
56,17,88.39961582719872,7,94,80,6,60,1
72,29,89.9508250955216,8,92,86,8,69,1
74,27,97.75182378249573,9,94,89,8,67,1
64,19,95.86041116956672,7,91,78,6,64,1
52,19,96.49744295204952,7,94,88,6,67,1
52,25,85.75106941089358,5,94,72,7,60,1
51,21,85.87863931162687,8,94,73,6,62,1
75,18,91.62198667746777,4,90,73,8,61,1
54,20,88.49971041965631,6,91,64,8,61,1
65,27,89.58110218061123,7,93,68,7,65,1
71,19,96.84563282053276,4,94,94,6,68,1
62,25,85.75175712204287,5,91,77,7,60,1
60,17,88.69073313378445,4,91,102,8,61,1
58,21,87.2770917578609,7,91,96,8,64,1
73,24,87.38202944035895,6,91,66,7,68,1
71,23,85.98934203129042,5,92,94,8,67,1
61,21,93.98597152317274,4,91,65,8,66,1
60,22,85.65515075631109,6,94,92,8,67,1
56,17,92.3976263139693,5,91,79,6,65,1
70,20,95.60755269404642,5,93,85,8,63,1
56,24,90.41808201697285,4,94,94,8,67,1
74,23,98.79938091595201,9,92,89,6,68,1
79,29,94.35331952230074,8,93,103,7,60,1
62,26,92.18706369025126,8,94,99,7,65,1
53,21,91.55085515029921,4,94,65,6,60,1
70,21,95.35898738476871,4,93,63,8,62,1
52,25,85.03068552091727,9,94,101,7,68,1
55,24,98.03815660925775,7,92,86,6,61,1
66,25,94.70359553985298,7,92,69,7,62,1
51,24,95.57264730316626,6,94,92,7,60,1
72,18,98.86981016410346,5,90,74,8,63,1
61,16,95.26586094832508,6,92,78,8,60,1
79,28,91.60179217515805,9,93,91,7,67,1
65,26,86.38148292716625,5,91,101,7,64,1
76,22,97.29801437813464,9,93,87,6,64,1
63,17,92.11903189112195,9,94,104,7,67,1
59,27,95.99413273633614,8,90,81,6,65,1
74,25,95.44527658768429,9,92,79,6,60,1
68,27,95.68572168547067,6,93,98,8,68,1
61,24,85.89696501657245,5,93,70,8,61,1
71,18,94.17349607479315,9,92,70,8,64,1
79,20,94.44321184666708,8,92,77,8,67,1
57,19,93.92232811490732,7,91,71,7,64,1
54,23,98.89623352636268,5,92,64,8,68,1
66,27,89.08830406348294,4,90,83,7,67,1
63,17,96.38283469083912,9,93,85,7,66,1
76,26,96.20921835460669,7,90,91,6,68,1
73,23,96.99976234871913,5,91,102,6,68,1
65,25,96.80580075587667,7,91,86,7,61,1
67,20,98.89402737498118,7,93,71,6,64,1
73,29,85.49017287072894,8,91,100,8,60,1
79,21,98.76413096602272,6,90,104,7,65,1
57,20,96.82949660032747,7,93,71,7,66,1
58,27,96.76337434412494,7,90,102,8,68,1
55,24,98.41457908825656,4,92,86,7,66,1
63,17,97.9708400440404,9,92,61,6,64,1
78,17,91.92356456699243,5,90,73,6,62,1
58,18,95.7401203650775,8,92,70,7,66,1
52,17,94.6507860056005,7,92,88,8,62,1
54,18,89.35387121409376,5,90,81,8,69,1
57,24,97.74135849335417,7,90,96,7,60,1
55,23,94.73101761774272,7,94,94,6,69,1
57,21,87.39464643895676,4,94,103,6,64,1
79,19,97.87286380530067,7,90,74,7,64,1
72,23,92.78164768521658,9,91,60,6,62,1
52,26,92.1673668003834,6,91,92,7,65,1
58,17,88.90320027979638,5,92,92,6,60,1
53,29,95.92367355021098,7,90,68,8,61,1
57,17,95.39307960075999,6,92,96,8,60,1
72,25,92.00858384685554,7,91,86,8,67,1
56,28,95.41004918375438,5,93,61,8,69,1
69,29,85.55936231038656,8,93,99,7,65,1
64,24,93.33511656944293,8,92,78,6,64,1
72,21,97.70351178746763,9,92,74,7,63,1
52,20,85.81276323950624,6,93,61,8,61,1
72,19,91.74034999090748,7,94,90,8,62,1
68,24,96.22866699986015,9,90,90,7,61,1
73,19,88.05673486055169,9,92,101,7,68,1
63,23,90.64787223266514,4,92,101,7,67,1
68,18,87.82304585587917,5,90,61,7,63,1
62,29,88.30967247365045,6,91,79,8,67,1
61,27,87.33873212589259,4,92,68,7,66,1
78,27,87.58265106849821,5,93,85,7,68,1
55,29,92.11961411538735,9,91,80,6,61,1
63,21,92.53970175283857,8,94,102,8,63,1
66,22,97.81253675560451,5,90,89,7,66,1
78,21,89.59523702303838,6,93,81,7,64,1
51,21,97.70402941420224,7,94,100,8,66,1
59,24,85.64454938230016,7,91,97,7,60,1
57,26,96.14370379790503,7,92,99,6,66,1
76,17,89.13908167123333,9,90,78,7,69,1
54,28,93.9086402856413,4,91,65,8,60,1
58,24,91.16800547320696,5,94,74,8,69,1
54,24,88.56626426608042,4,91,83,6,62,1
59,19,96.89803616715697,7,91,78,6,60,1
51,17,89.16011709334828,5,91,95,7,65,1
54,21,88.68796869477102,9,91,88,8,60,1
61,16,95.75668109753883,6,92,81,7,60,1
55,20,96.66749469531125,7,92,65,6,60,1
62,26,91.80799168041118,5,93,63,7,62,1
59,28,93.96399738032186,6,93,90,6,61,1
66,22,96.09282658363612,8,91,70,7,63,1
53,28,94.86543592487169,4,91,69,7,65,1
57,18,87.55486762013207,7,90,69,8,69,1
65,23,92.4031534271918,6,93,95,7,68,1
63,24,93.50742807959347,7,92,86,6,60,1
72,24,87.58319769742988,9,92,69,7,69,1
50,25,89.57402917174474,7,94,64,7,63,1
51,24,94.76492690413536,8,92,66,8,68,1
51,25,89.54109380982122,8,92,65,8,62,1
67,27,89.05450100185597,6,90,67,7,61,1
69,24,88.0539283465774,9,90,100,6,63,1
59,28,88.62667820246658,8,92,89,8,63,1
57,28,86.75996709405693,5,90,64,6,63,1
55,27,88.93990837222339,9,92,89,8,66,1
53,24,91.48472621547275,8,92,92,7,61,1
66,28,95.98143963830887,7,90,75,7,64,1
74,24,90.54481302317498,5,90,66,8,66,1
53,17,90.72869842611432,8,91,89,8,69,1
55,25,86.82920627076665,9,91,99,8,62,1
57,23,91.6273097734957,6,91,70,7,67,1
71,23,94.41509861524982,8,94,100,6,68,1
55,23,94.49591200870489,7,91,67,8,65,1
71,25,89.60243790003719,8,94,98,8,64,1
55,16,89.00576445870394,7,90,86,6,62,1
62,27,89.18903462826918,5,94,71,7,61,1
63,18,87.62100965781784,6,90,85,8,68,1
