sr,rr,t,lm,bo,rem,hs,hr,sl
57.0,24.0,91.0243273378328,8.0,94.0,89.0,8.0,60.0,1
61.0,26.0,91.1098987127138,5.0,91.0,100.0,6.0,60.0,1
53.0,18.0,91.6509196603491,6.0,94.0,103.0,8.0,69.0,1
63.0,28.0,85.47911786497309,6.0,90.0,60.0,7.0,62.0,1
69.0,20.0,90.41415522293808,8.0,93.0,92.0,8.0,68.0,1
53.0,28.0,93.4854127146838,8.0,90.0,89.0,7.0,61.0,1
74.0,27.0,88.79809130589166,4.0,90.0,72.0,7.0,64.0,1
63.0,22.0,92.2617115540843,4.0,91.0,73.0,7.0,64.0,1
71.0,18.0,96.0589923798508,4.0,91.0,62.0,8.0,63.0,1
58.0,24.0,93.96851102537296,6.0,91.0,62.0,7.0,68.0,1
57.0,22.0,85.42672228510672,4.0,90.0,91.0,8.0,63.0,1
66.0,29.0,98.85855171508538,7.0,90.0,92.0,7.0,67.0,1
76.0,26.0,92.269995490721,8.0,90.0,92.0,7.0,63.0,1
52.0,29.0,90.47672748580042,8.0,92.0,98.0,8.0,66.0,1
73.0,18.0,90.2920693849036,7.0,91.0,102.0,6.0,68.0,1
52.0,27.0,85.03149065295291,8.0,92.0,74.0,8.0,66.0,1
63.0,27.0,88.07609785155105,7.0,92.0,74.0,6.0,66.0,1
69.0,19.0,86.37925048655944,5.0,91.0,90.0,8.0,66.0,1
65.0,26.0,90.36145674158058,7.0,91.0,81.0,6.0,69.0,1
73.0,29.0,91.35158853907456,6.0,90.0,93.0,8.0,64.0,1
73.0,17.0,95.22855083786826,4.0,93.0,76.0,6.0,66.0,1
74.0,17.0,96.24751188680838,7.0,94.0,73.0,8.0,66.0,1
65.0,20.0,87.28732891132107,5.0,94.0,65.0,6.0,66.0,1
56.0,29.0,89.49786141625653,5.0,92.0,101.0,8.0,64.0,1
66.0,27.0,85.88395863402883,5.0,91.0,80.0,6.0,67.0,1
53.0,23.0,94.42719512265754,8.0,92.0,68.0,7.0,60.0,1
56.0,24.0,92.57038813399386,9.0,92.0,96.0,8.0,66.0,1
70.0,21.0,87.28821108902585,5.0,92.0,96.0,8.0,65.0,1
59.0,29.0,95.22438065072956,9.0,92.0,84.0,7.0,62.0,1
68.0,20.0,97.5499778297748,6.0,92.0,64.0,7.0,61.0,1
58.0,29.0,94.7582799271091,8.0,92.0,64.0,6.0,63.0,1
79.0,28.0,86.98715039820031,9.0,92.0,86.0,6.0,62.0,1
60.0,28.0,93.41317978167405,6.0,91.0,80.0,8.0,63.0,1
70.0,16.0,90.81002752243198,6.0,94.0,96.0,7.0,69.0,1
69.0,25.0,90.68200663851282,6.0,92.0,69.0,8.0,69.0,1
67.0,24.0,89.36849470647036,6.0,94.0,67.0,7.0,63.0,1
62.0,29.0,95.57949631947992,6.0,92.0,104.0,6.0,62.0,1
75.0,26.0,94.6884566899334,5.0,92.0,104.0,6.0,65.0,1
58.0,25.0,89.63273964001507,6.0,90.0,84.0,8.0,68.0,1
54.0,18.0,85.08609049083,8.0,91.0,95.0,6.0,61.0,1
74.0,20.0,91.01163177659618,4.0,93.0,75.0,8.0,62.0,1
62.0,16.0,97.80892378472646,9.0,91.0,104.0,8.0,64.0,1
77.0,22.0,96.24274146513864,7.0,91.0,66.0,8.0,62.0,1
65.0,25.0,93.41856545123748,5.0,92.0,100.0,6.0,67.0,1
59.0,18.0,97.42791054400011,7.0,91.0,92.0,6.0,60.0,1
56.0,24.0,97.85601613756948,4.0,90.0,69.0,6.0,68.0,1
60.0,20.0,87.52236111559282,4.0,93.0,97.0,8.0,66.0,1
55.0,19.0,85.1075048520504,5.0,92.0,89.0,6.0,61.0,1
50.0,19.0,90.47261976304767,4.0,90.0,69.0,8.0,63.0,1
54.0,22.0,97.41363276244388,6.0,92.0,60.0,6.0,64.0,1
60.0,29.0,92.02803371326782,8.0,93.0,103.0,7.0,68.0,1
50.0,27.0,94.5174392075198,6.0,90.0,79.0,7.0,61.0,1
65.0,21.0,85.62661781220017,9.0,92.0,82.0,8.0,60.0,1
51.0,18.0,95.5832555641262,8.0,90.0,92.0,7.0,65.0,1
70.0,20.0,94.87087283915982,9.0,91.0,99.0,7.0,66.0,1
75.0,21.0,98.61282083573244,7.0,92.0,95.0,7.0,68.0,1
51.0,19.0,87.07586711500176,8.0,92.0,99.0,7.0,60.0,1
64.0,22.0,92.19358197210089,8.0,94.0,82.0,7.0,65.0,1
64.0,17.0,86.47937979736352,5.0,93.0,83.0,8.0,69.0,1
74.0,29.0,95.51304254450032,9.0,90.0,103.0,7.0,66.0,1
53.0,20.0,86.36296758902094,7.0,92.0,68.0,8.0,65.0,1
73.0,20.0,93.91611691222528,5.0,91.0,74.0,6.0,67.0,1
78.0,19.0,89.67183645369897,9.0,94.0,99.0,8.0,68.0,1
70.0,17.0,92.34724136936256,6.0,93.0,95.0,8.0,62.0,1
50.0,21.0,92.25043915635516,8.0,93.0,63.0,8.0,63.0,1
71.0,21.0,88.1952405353329,5.0,92.0,62.0,6.0,66.0,1
59.0,17.0,97.9154482447654,8.0,92.0,79.0,8.0,65.0,1
53.0,21.0,87.14165837345706,4.0,91.0,85.0,8.0,63.0,1
53.0,19.0,87.94483797224558,8.0,91.0,96.0,6.0,62.0,1
59.0,18.0,88.43750945339556,9.0,93.0,77.0,8.0,61.0,1
71.0,23.0,87.55381282022995,6.0,91.0,68.0,8.0,61.0,1
57.0,17.0,85.0105131080648,6.0,93.0,75.0,7.0,63.0,1
75.0,23.0,88.19598243673921,4.0,92.0,91.0,8.0,64.0,1
57.0,16.0,89.03506325804418,8.0,93.0,72.0,7.0,67.0,1
76.0,29.0,88.52019781620642,6.0,92.0,76.0,8.0,67.0,1
55.0,28.0,97.33844891476475,7.0,92.0,74.0,8.0,69.0,1
73.0,16.0,88.04186517328931,4.0,93.0,92.0,6.0,65.0,1
67.0,27.0,90.99336906429424,5.0,92.0,96.0,6.0,66.0,1
76.0,24.0,90.84028832562257,5.0,94.0,101.0,8.0,64.0,1
73.0,19.0,97.13390358880083,8.0,93.0,91.0,7.0,62.0,1
64.0,18.0,94.87923230118336,7.0,90.0,71.0,7.0,62.0,1
76.0,23.0,96.95796908774795,8.0,90.0,91.0,7.0,60.0,1
53.0,22.0,90.1091094926974,5.0,94.0,94.0,8.0,63.0,1
67.0,22.0,90.38281189627278,7.0,93.0,86.0,7.0,61.0,1
55.0,20.0,94.37323722511618,6.0,90.0,62.0,6.0,68.0,1
60.0,27.0,85.89937274642833,6.0,90.0,90.0,6.0,61.0,1
71.0,16.0,97.55047316143958,4.0,91.0,100.0,7.0,67.0,1
62.0,20.0,94.59352730428756,6.0,93.0,74.0,8.0,66.0,1
77.0,21.0,90.03012493558346,5.0,93.0,88.0,8.0,60.0,1
76.0,19.0,87.33791457628726,8.0,91.0,85.0,7.0,64.0,1
54.0,18.0,98.0840496852122,5.0,94.0,98.0,8.0,68.0,1
73.0,28.0,94.08209164415496,4.0,91.0,80.0,6.0,64.0,1
71.0,17.0,86.40293957218513,9.0,91.0,96.0,7.0,63.0,1
57.0,20.0,88.54010938476112,5.0,90.0,95.0,8.0,60.0,1
50.0,24.0,92.49625566139473,5.0,92.0,73.0,6.0,67.0,1
67.0,26.0,88.96816926182257,8.0,90.0,73.0,6.0,62.0,1
70.0,21.0,92.08698979980628,4.0,90.0,98.0,7.0,66.0,1
60.0,23.0,86.70648704841253,5.0,94.0,83.0,8.0,66.0,1
55.0,19.0,85.24947976833234,9.0,91.0,92.0,8.0,67.0,1
52.0,21.0,87.59319638387745,4.0,93.0,93.0,6.0,60.0,1
74.0,23.0,87.98748799060033,6.0,94.0,75.0,6.0,64.0,1
77.0,17.0,94.49544862767152,8.0,90.0,83.0,8.0,62.0,1
60.0,22.0,94.20728149017292,5.0,91.0,78.0,8.0,60.0,1
69.0,26.0,92.3200099185033,4.0,90.0,81.0,8.0,63.0,1
54.0,16.0,88.99006253405656,5.0,94.0,71.0,7.0,63.0,1
67.0,19.0,88.58032347614261,6.0,94.0,80.0,6.0,68.0,1
63.0,23.0,95.2351891829771,9.0,92.0,101.0,8.0,62.0,1
72.0,24.0,87.62930480519341,9.0,94.0,75.0,8.0,69.0,1
76.0,18.0,97.36905817628563,5.0,92.0,84.0,8.0,64.0,1
64.0,23.0,93.59428942472466,5.0,90.0,76.0,6.0,63.0,1
66.0,18.0,86.8241960390735,5.0,93.0,71.0,6.0,64.0,1
73.0,23.0,97.49781226050976,9.0,93.0,96.0,7.0,69.0,1
57.0,19.0,85.37574380926539,5.0,92.0,81.0,8.0,63.0,1
65.0,16.0,90.7605610504496,4.0,90.0,65.0,6.0,65.0,1
61.0,29.0,87.3265254757402,4.0,91.0,75.0,7.0,61.0,1
71.0,25.0,95.2825141507747,9.0,92.0,94.0,6.0,62.0,1
68.0,24.0,86.18689996030417,6.0,93.0,62.0,8.0,65.0,1
74.0,26.0,97.71131581702002,9.0,91.0,83.0,6.0,66.0,1
77.0,21.0,89.56143567232827,9.0,93.0,86.0,7.0,65.0,1
67.0,27.0,98.43684788145968,7.0,93.0,62.0,8.0,62.0,1
55.0,27.0,89.61283506815366,6.0,91.0,88.0,8.0,64.0,1
52.0,17.0,87.0771835641221,9.0,91.0,67.0,8.0,67.0,1
50.0,25.0,87.92177603859686,5.0,92.0,81.0,6.0,69.0,1
60.0,27.0,98.29062141919076,6.0,93.0,102.0,6.0,61.0,1
76.0,23.0,85.87869326233466,6.0,91.0,74.0,6.0,65.0,1
51.0,25.0,94.24610692904405,9.0,94.0,63.0,7.0,60.0,1
61.0,19.0,97.22313455842124,4.0,94.0,92.0,8.0,66.0,1
65.0,16.0,88.2194121771828,7.0,91.0,64.0,8.0,60.0,1
55.0,19.0,88.59267515246924,5.0,90.0,78.0,6.0,65.0,1
71.0,28.0,87.2936337889761,9.0,93.0,82.0,6.0,63.0,1
61.0,29.0,89.68667790964675,5.0,93.0,80.0,8.0,67.0,1
79.0,24.0,86.75684522154422,7.0,90.0,103.0,8.0,61.0,1
50.0,17.0,88.18363878868323,8.0,91.0,60.0,7.0,61.0,1
73.0,21.0,93.10335449240826,4.0,92.0,84.0,7.0,63.0,1
60.0,20.0,96.70461317289944,9.0,94.0,63.0,6.0,64.0,1
56.0,19.0,91.73776141861758,9.0,94.0,103.0,6.0,63.0,1
77.0,24.0,87.67132756690397,5.0,92.0,76.0,6.0,65.0,1
52.0,24.0,89.93495778503244,6.0,91.0,82.0,6.0,64.0,1
72.0,25.0,90.04950441175082,4.0,92.0,70.0,6.0,65.0,1
57.0,25.0,86.85505987245763,5.0,92.0,79.0,6.0,60.0,1
54.0,24.0,92.57581572757218,8.0,90.0,74.0,8.0,69.0,1
64.0,19.0,87.50363110193862,9.0,93.0,66.0,8.0,66.0,1
59.0,21.0,85.01487608573355,4.0,92.0,64.0,8.0,60.0,1
57.0,18.0,97.88223501770072,9.0,90.0,90.0,6.0,65.0,1
50.0,29.0,95.66379185801308,9.0,92.0,87.0,7.0,63.0,1
76.0,23.0,90.9101513516833,6.0,91.0,89.0,7.0,65.0,1
56.0,18.0,87.12929351817762,5.0,90.0,92.0,8.0,65.0,1
71.0,19.0,96.4384841492788,7.0,92.0,78.0,6.0,68.0,1
67.0,19.0,88.01771348758993,8.0,92.0,79.0,6.0,64.0,1
52.0,25.0,95.88232065554456,8.0,91.0,93.0,7.0,67.0,1
65.0,27.0,93.57691013437469,4.0,94.0,74.0,7.0,69.0,1
74.0,27.0,98.76278049075248,9.0,91.0,76.0,6.0,63.0,1
64.0,26.0,93.65877886993384,6.0,92.0,93.0,7.0,63.0,1
69.0,18.0,88.55165270615052,4.0,94.0,101.0,6.0,67.0,1
50.0,20.0,97.60100754314936,7.0,93.0,80.0,8.0,69.0,1
73.0,26.0,85.39061513577435,4.0,92.0,101.0,8.0,66.0,1
73.0,25.0,85.6068885990362,7.0,91.0,87.0,6.0,64.0,1
60.0,20.0,86.62530468423743,6.0,94.0,64.0,6.0,61.0,1
54.0,21.0,96.97394313880552,7.0,92.0,60.0,8.0,63.0,1
58.0,29.0,86.60143297959179,8.0,94.0,96.0,8.0,64.0,1
56.0,25.0,85.14513473082523,8.0,93.0,96.0,7.0,64.0,1
73.0,26.0,98.79353547105195,8.0,93.0,80.0,6.0,69.0,1
76.0,26.0,89.0360737278827,9.0,90.0,69.0,6.0,62.0,1
78.0,27.0,97.47274099613104,4.0,91.0,64.0,6.0,62.0,1
75.0,25.0,87.19714595746436,6.0,94.0,96.0,8.0,61.0,1
63.0,17.0,90.95118402495956,5.0,94.0,97.0,7.0,63.0,1
74.0,19.0,90.35622401819867,4.0,91.0,68.0,7.0,62.0,1
56.0,19.0,96.65342884620652,4.0,93.0,65.0,7.0,60.0,1
76.0,28.0,87.66440017908116,9.0,94.0,92.0,8.0,63.0,1
66.0,19.0,93.1183910892984,5.0,92.0,60.0,6.0,60.0,1
70.0,25.0,93.00414806092968,7.0,90.0,71.0,7.0,66.0,1
65.0,28.0,89.88889039644873,9.0,91.0,64.0,6.0,61.0,1
76.0,16.0,91.6666877066558,6.0,93.0,62.0,7.0,65.0,1
66.0,20.0,90.51767844876076,4.0,94.0,60.0,8.0,65.0,1
63.0,28.0,98.09573143612484,8.0,91.0,83.0,8.0,60.0,1
59.0,18.0,95.12277167129156,5.0,90.0,77.0,8.0,60.0,1
75.0,19.0,87.33174119679371,7.0,92.0,73.0,8.0,63.0,1
58.0,23.0,89.32524644048674,4.0,90.0,101.0,7.0,60.0,1
59.0,25.0,96.75322860497718,9.0,92.0,86.0,6.0,61.0,1
61.0,29.0,92.61674469800536,7.0,92.0,88.0,6.0,65.0,1
69.0,24.0,91.2718638620708,5.0,94.0,82.0,6.0,65.0,1
75.0,20.0,85.2220397359356,8.0,92.0,74.0,6.0,62.0,1
61.0,17.0,94.10399653822222,4.0,94.0,77.0,6.0,69.0,1
56.0,25.0,98.27656995904162,6.0,94.0,100.0,8.0,61.0,1
59.0,17.0,98.66952226905242,4.0,91.0,101.0,6.0,67.0,1
64.0,26.0,85.75297120156371,4.0,92.0,72.0,7.0,67.0,1
72.0,21.0,86.47033205503872,6.0,93.0,78.0,6.0,65.0,1
78.0,18.0,91.63992612774273,8.0,93.0,76.0,7.0,62.0,1
59.0,17.0,90.78842182406116,9.0,94.0,70.0,7.0,68.0,1
66.0,24.0,95.995297163406,8.0,92.0,71.0,7.0,65.0,1
58.0,20.0,86.65400573513173,9.0,90.0,100.0,7.0,64.0,1
70.0,23.0,89.44676993088198,6.0,91.0,70.0,8.0,65.0,1
56.0,20.0,94.33733755503845,7.0,94.0,101.0,7.0,68.0,1
51.0,24.0,92.89757559129356,7.0,91.0,103.0,8.0,60.0,1
79.0,20.0,90.39350805939424,6.0,92.0,100.0,6.0,62.0,1
71.0,24.0,96.44246483278047,8.0,90.0,102.0,8.0,65.0,1
55.0,26.0,85.50598947314447,8.0,94.0,86.0,7.0,65.0,1
66.0,27.0,91.41179172977787,9.0,93.0,97.0,7.0,61.0,1
72.0,20.0,89.90649274003908,4.0,93.0,74.0,6.0,66.0,1
69.0,20.0,86.97272376252572,8.0,90.0,83.0,6.0,64.0,1
64.0,26.0,94.23157513317308,9.0,94.0,67.0,8.0,61.0,1
74.0,27.0,90.7122502117479,4.0,92.0,92.0,7.0,60.0,1
73.0,27.0,85.30138280075872,8.0,92.0,71.0,6.0,61.0,1
54.0,29.0,91.74241566769852,6.0,92.0,62.0,6.0,63.0,1
66.0,24.0,89.50493065487586,4.0,90.0,72.0,7.0,69.0,1
73.0,21.0,97.95282353619164,5.0,91.0,95.0,6.0,61.0,1
59.0,26.0,96.07165900644348,5.0,92.0,88.0,6.0,63.0,1
56.0,17.0,95.400698596043,7.0,90.0,65.0,6.0,68.0,1
52.0,25.0,95.62623964688416,8.0,91.0,62.0,6.0,62.0,1
58.0,21.0,96.31955853851238,9.0,94.0,96.0,7.0,69.0,1
60.0,24.0,98.97219927806748,4.0,93.0,92.0,6.0,61.0,1
69.0,26.0,91.69031754456276,5.0,92.0,78.0,8.0,64.0,1
74.0,17.0,96.14150355306268,7.0,92.0,64.0,7.0,66.0,1
77.0,26.0,87.1657495803545,4.0,92.0,63.0,7.0,68.0,1
58.0,28.0,91.8460862814232,4.0,90.0,102.0,7.0,60.0,1
55.0,23.0,94.3046547559628,5.0,94.0,101.0,8.0,63.0,1
54.0,26.0,98.82271611764016,9.0,92.0,102.0,7.0,66.0,1
69.0,27.0,93.40559241954496,5.0,91.0,92.0,8.0,64.0,1
72.0,24.0,94.08264208863386,7.0,93.0,81.0,8.0,66.0,1
74.0,18.0,89.60134264421873,8.0,93.0,60.0,7.0,67.0,1
65.0,25.0,87.14510443406466,7.0,90.0,98.0,6.0,64.0,1
59.0,27.0,86.05435874485217,9.0,91.0,97.0,7.0,61.0,1
51.0,16.0,85.23819830078624,7.0,92.0,89.0,6.0,62.0,1
62.0,22.0,94.5655606273313,4.0,91.0,73.0,7.0,64.0,1
74.0,24.0,86.44516306437207,5.0,91.0,69.0,6.0,61.0,1
76.0,23.0,91.12096764959506,4.0,94.0,64.0,8.0,60.0,1
57.0,27.0,86.15051386542996,7.0,94.0,103.0,8.0,66.0,1
58.0,28.0,96.26701044679584,8.0,90.0,73.0,6.0,64.0,1
74.0,19.0,98.02210326200826,5.0,93.0,66.0,8.0,66.0,1
57.0,21.0,91.360686499797,5.0,94.0,83.0,7.0,64.0,1
55.0,19.0,87.90576801179402,8.0,92.0,71.0,7.0,63.0,1
69.0,24.0,92.0940373483142,4.0,90.0,75.0,8.0,60.0,1
52.0,22.0,95.57955325192522,5.0,92.0,99.0,8.0,65.0,1
60.0,18.0,96.59060654208248,8.0,94.0,74.0,6.0,61.0,1
50.0,25.0,87.85109496249727,6.0,90.0,78.0,8.0,68.0,1
51.0,22.0,91.65359152719368,6.0,90.0,94.0,8.0,61.0,1
62.0,21.0,85.36308425082814,6.0,93.0,67.0,8.0,65.0,1
67.0,21.0,92.2955865561488,5.0,94.0,103.0,8.0,66.0,1
70.0,26.0,98.78584599367396,4.0,93.0,100.0,6.0,69.0,1
51.0,20.0,96.08723376402092,8.0,91.0,87.0,8.0,60.0,1
69.0,28.0,88.76307001928386,7.0,94.0,65.0,7.0,66.0,1
59.0,26.0,91.95478753092364,5.0,92.0,90.0,6.0,68.0,1
60.0,17.0,91.3959286620797,8.0,92.0,97.0,6.0,63.0,1
76.0,19.0,90.83251144069972,7.0,91.0,66.0,8.0,69.0,1
74.0,25.0,90.53680211599276,8.0,91.0,87.0,7.0,60.0,1
77.0,24.0,87.31599666274377,5.0,94.0,63.0,8.0,64.0,1
77.0,24.0,87.65730179424638,7.0,90.0,73.0,6.0,64.0,1
64.0,16.0,90.81506368113456,4.0,90.0,64.0,7.0,63.0,1
51.0,16.0,94.18361053838449,5.0,90.0,75.0,7.0,60.0,1
54.0,17.0,98.2153090864808,7.0,93.0,82.0,6.0,64.0,1
71.0,20.0,87.57380339679732,8.0,93.0,67.0,6.0,60.0,1
61.0,23.0,91.88927256861744,4.0,90.0,86.0,7.0,60.0,1
78.0,27.0,90.07699751549434,4.0,94.0,95.0,6.0,64.0,1
66.0,19.0,88.21014535852734,9.0,91.0,82.0,8.0,63.0,1
68.0,29.0,96.91083480549958,7.0,93.0,63.0,8.0,61.0,1
56.0,27.0,90.36248622135214,8.0,93.0,95.0,7.0,66.0,1
72.0,17.0,94.32723533274044,8.0,91.0,75.0,8.0,64.0,1
70.0,17.0,91.95898671129422,5.0,90.0,72.0,6.0,68.0,1
57.0,22.0,92.69384719225437,4.0,90.0,68.0,6.0,67.0,1
67.0,25.0,94.04560207220726,8.0,93.0,104.0,8.0,62.0,1
63.0,29.0,85.1808758110518,5.0,92.0,83.0,8.0,61.0,1
72.0,29.0,97.88080916753565,8.0,94.0,77.0,7.0,67.0,1
63.0,24.0,86.98688590854239,5.0,90.0,85.0,6.0,63.0,1
57.0,27.0,96.8864665626744,6.0,94.0,89.0,7.0,64.0,1
78.0,22.0,86.6119852018579,7.0,94.0,89.0,8.0,67.0,1
60.0,16.0,95.3492574918356,8.0,94.0,69.0,8.0,63.0,1
66.0,17.0,95.55278960088332,4.0,91.0,95.0,8.0,66.0,1
71.0,22.0,85.15490939977249,5.0,90.0,93.0,6.0,67.0,1
51.0,26.0,97.2943249476317,8.0,94.0,66.0,6.0,66.0,1
52.0,18.0,85.27072990168843,9.0,91.0,100.0,7.0,63.0,1
52.0,28.0,87.77946050921753,4.0,92.0,79.0,8.0,65.0,1
59.0,21.0,86.62244030765757,9.0,94.0,81.0,7.0,64.0,1
69.0,22.0,89.35960099933958,7.0,93.0,61.0,8.0,63.0,1
59.0,21.0,86.26116971276743,6.0,91.0,85.0,6.0,62.0,1
78.0,25.0,87.71394306699544,4.0,90.0,93.0,8.0,62.0,1
77.0,22.0,89.74330124156543,8.0,91.0,84.0,6.0,61.0,1
66.0,26.0,92.46220786905216,6.0,94.0,76.0,6.0,66.0,1
55.0,18.0,85.95774585162232,9.0,93.0,92.0,6.0,62.0,1
74.0,28.0,98.97075891563838,4.0,93.0,60.0,7.0,64.0,1
59.0,28.0,86.23513266668128,8.0,93.0,93.0,8.0,68.0,1
57.0,16.0,91.56785837704427,4.0,93.0,87.0,8.0,65.0,1
51.0,27.0,90.54159748693704,5.0,91.0,78.0,8.0,61.0,1
66.0,29.0,96.73743441685518,5.0,90.0,93.0,8.0,63.0,1
70.0,26.0,85.84838229979732,8.0,94.0,76.0,7.0,61.0,1
56.0,28.0,85.20762912164308,9.0,92.0,97.0,7.0,68.0,1
76.0,19.0,98.52606544974084,6.0,93.0,77.0,7.0,68.0,1
50.0,18.0,85.806095976601,4.0,90.0,68.0,7.0,67.0,1
67.0,20.0,96.22586941865302,7.0,92.0,82.0,6.0,60.0,1
62.0,21.0,91.07780017908443,6.0,92.0,60.0,8.0,65.0,1
76.0,23.0,97.28583145933636,9.0,93.0,84.0,7.0,67.0,1
72.0,19.0,90.12070237474848,4.0,92.0,92.0,6.0,69.0,1
61.0,20.0,93.99744607674472,7.0,91.0,81.0,8.0,63.0,1
54.0,29.0,96.38287513191084,4.0,93.0,84.0,7.0,66.0,1
60.0,16.0,98.7945467752525,7.0,93.0,84.0,7.0,62.0,1
67.0,16.0,91.9113598169757,7.0,90.0,96.0,7.0,61.0,1
53.0,22.0,94.00570974327874,9.0,94.0,70.0,8.0,66.0,1
70.0,25.0,87.54897804415342,4.0,94.0,77.0,7.0,64.0,1
79.0,24.0,96.53969006952428,8.0,94.0,66.0,6.0,64.0,1
63.0,19.0,87.79842699685182,9.0,91.0,90.0,7.0,68.0,1
63.0,25.0,87.58987527961526,6.0,93.0,87.0,8.0,60.0,1
65.0,23.0,89.15905015128105,7.0,94.0,98.0,8.0,61.0,1
58.0,24.0,87.93801006902768,4.0,94.0,78.0,8.0,62.0,1
51.0,27.0,91.39117195636018,7.0,94.0,97.0,7.0,65.0,1
77.0,28.0,96.73045903848268,9.0,92.0,99.0,6.0,67.0,1
58.0,16.0,86.5307695816363,8.0,94.0,98.0,8.0,61.0,1
67.0,26.0,88.07771169026533,5.0,93.0,87.0,7.0,61.0,1
73.0,21.0,87.76083396698512,7.0,94.0,66.0,6.0,61.0,1
77.0,27.0,89.31391830171896,5.0,90.0,70.0,6.0,69.0,1
70.0,28.0,93.4417835160962,9.0,90.0,102.0,6.0,63.0,1
74.0,24.0,97.01423531873664,4.0,94.0,83.0,7.0,68.0,1
55.0,16.0,88.74207563602805,6.0,91.0,64.0,6.0,64.0,1
54.0,24.0,87.01802307814118,9.0,93.0,62.0,8.0,68.0,1
51.0,18.0,93.49844767889064,5.0,90.0,73.0,6.0,61.0,1
63.0,29.0,88.64263744015007,4.0,90.0,79.0,8.0,61.0,1
63.0,24.0,93.9276457649122,9.0,94.0,81.0,8.0,65.0,1
75.0,19.0,90.2864676606638,8.0,92.0,81.0,8.0,61.0,1
51.0,17.0,94.87804281819632,5.0,91.0,80.0,7.0,60.0,1
68.0,26.0,98.36588161984902,9.0,92.0,88.0,6.0,63.0,1
69.0,17.0,88.81832173634335,7.0,91.0,64.0,7.0,62.0,1
79.0,20.0,87.93283318775417,8.0,93.0,72.0,7.0,67.0,1
57.0,22.0,93.65311101380986,5.0,93.0,98.0,8.0,67.0,1
75.0,17.0,97.35031314538344,6.0,90.0,96.0,6.0,63.0,1
61.0,18.0,98.1670895218272,4.0,90.0,65.0,7.0,60.0,1
68.0,17.0,92.44811446962154,5.0,91.0,80.0,7.0,65.0,1
67.0,16.0,91.58473023366724,9.0,94.0,62.0,8.0,62.0,1
79.0,28.0,98.01599263721371,8.0,94.0,67.0,6.0,61.0,1
53.0,28.0,90.81353063567876,5.0,93.0,64.0,7.0,69.0,1
76.0,22.0,88.10983140634765,8.0,92.0,78.0,8.0,64.0,1
64.0,24.0,91.97491909430552,4.0,92.0,67.0,6.0,69.0,1
79.0,29.0,89.51181611105842,9.0,90.0,82.0,6.0,62.0,1
75.0,27.0,96.86364622524928,5.0,94.0,84.0,6.0,61.0,1
65.0,26.0,89.72824213530203,8.0,90.0,70.0,7.0,61.0,1
65.0,29.0,91.52571741010188,6.0,93.0,76.0,6.0,61.0,1
57.0,22.0,89.22643820766683,7.0,90.0,97.0,8.0,66.0,1
75.0,18.0,93.25752790026128,4.0,94.0,102.0,8.0,67.0,1
74.0,24.0,89.87947474257531,7.0,94.0,71.0,8.0,66.0,1
64.0,27.0,96.88244476637992,7.0,90.0,90.0,7.0,68.0,1
61.0,25.0,89.13176770943957,5.0,90.0,82.0,7.0,66.0,1
53.0,20.0,97.51376492707442,7.0,90.0,85.0,7.0,67.0,1
52.0,16.0,97.67072481838603,7.0,90.0,69.0,6.0,62.0,1
52.0,22.0,98.89088213068852,6.0,91.0,89.0,7.0,69.0,1
52.0,24.0,88.62043967204401,5.0,94.0,91.0,7.0,68.0,1
70.0,20.0,98.1270001309681,4.0,90.0,68.0,7.0,66.0,1
73.0,28.0,94.13964266874824,6.0,93.0,67.0,8.0,61.0,1
53.0,18.0,88.38085327354358,9.0,90.0,87.0,7.0,61.0,1
57.0,20.0,88.555132075555,8.0,90.0,82.0,7.0,60.0,1
53.0,24.0,92.78958488172174,5.0,90.0,73.0,7.0,68.0,1
64.0,16.0,91.54679139175956,8.0,94.0,99.0,7.0,66.0,1
56.0,20.0,97.65050597450896,6.0,94.0,60.0,6.0,64.0,1
51.0,18.0,90.96138298094672,9.0,91.0,65.0,6.0,67.0,1
59.0,17.0,97.17543987230243,8.0,94.0,80.0,7.0,62.0,1
77.0,16.0,95.09576610235564,7.0,93.0,75.0,6.0,60.0,1
60.0,22.0,88.95290568757413,6.0,91.0,64.0,6.0,63.0,1
76.0,19.0,86.62174890317193,9.0,94.0,101.0,6.0,67.0,1
53.0,26.0,98.42675688591076,9.0,90.0,68.0,7.0,60.0,1
75.0,27.0,85.9270180529643,7.0,93.0,95.0,6.0,60.0,1
60.0,19.0,93.9298138968193,5.0,92.0,69.0,8.0,62.0,1
77.0,16.0,95.65115894183316,8.0,94.0,76.0,6.0,63.0,1
79.0,16.0,93.53019116781132,9.0,90.0,87.0,7.0,60.0,1
58.0,21.0,87.42655637180219,8.0,93.0,94.0,7.0,61.0,1
74.0,17.0,96.95835220766529,8.0,90.0,93.0,6.0,60.0,1
58.0,24.0,93.01737641539933,7.0,93.0,62.0,6.0,69.0,1
53.0,19.0,95.55972249569936,9.0,94.0,92.0,7.0,67.0,1
75.0,29.0,86.03693386573835,9.0,94.0,78.0,6.0,64.0,1
60.0,25.0,93.64018925519387,9.0,93.0,81.0,8.0,62.0,1
58.0,23.0,90.65713408923814,6.0,90.0,74.0,8.0,65.0,1
62.0,18.0,98.44918538592565,8.0,93.0,101.0,6.0,68.0,1
